std_account_name_for_lookup,cases,order_date,sku
DOUG NEWTON,1.0,2024-10-28,DEFAULT_SKU
Macy Moe,1.0,2024-10-28,DEFAULT_SKU
Matt Dimon,1.0,2024-10-28,DEFAULT_SKU
Susanne Gee,1.0,2024-10-28,DEFAULT_SKU
Nicholas Defelice,1.0,2024-10-28,DEFAULT_SKU
Kelsey Hall,1.0,2024-10-28,DEFAULT_SKU
Matthew Spengler,1.0,2024-10-28,DEFAULT_SKU
ADAM SMITH,1.0,2024-10-28,DEFAULT_SKU
James Brooks,1.0,2024-10-28,DEFAULT_SKU
Christen Entrekin,1.0,2024-10-28,DEFAULT_SKU
Jamie Stone,1.0,2024-10-28,DEFAULT_SKU
JIMMY TWARDOS,1.0,2024-10-28,DEFAULT_SKU
Thomas Feeney,1.0,2024-10-28,DEFAULT_SKU
Vivian Jago,1.0,2024-10-28,DEFAULT_SKU
CHRISTOPHER BURKE,1.0,2024-10-28,DEFAULT_SKU
Garrison Wood,1.0,2024-10-28,DEFAULT_SKU
Lorenzo Walker Jr,1.0,2024-10-28,DEFAULT_SKU
Nico Bottoni,1.0,2024-10-28,DEFAULT_SKU
Jordan Mason,1.0,2024-10-28,DEFAULT_SKU
9435 UNCLASSIFIED ACCOUNT,5.0,2024-10-28,DEFAULT_SKU
ROBERT S OF WOODSIDE,2.0,2024-10-28,DEFAULT_SKU
Super H Market Duluth,2.0,2024-10-28,DEFAULT_SKU
ROBERT S OF PORTOLA VALLEY,1.0,2024-10-28,DEFAULT_SKU
WILLOW MARKET,1.0,2024-10-28,DEFAULT_SKU
JOHNNIE S SUPERSTORE,1.0,2024-10-28,DEFAULT_SKU
SUPER H MART,1.0,2024-10-28,DEFAULT_SKU
STREETS MARKET & CAFE - 14TH S,1.0,2024-10-28,DEFAULT_SKU
CARDIFF SEASIDE MARKET,1.0,2024-10-28,DEFAULT_SKU
QFC #839,1.0,2024-10-28,DEFAULT_SKU
LEEVERS LOCAVORE,1.0,2024-10-28,DEFAULT_SKU
VILLAGE MARKET,1.0,2024-10-28,DEFAULT_SKU
JOSEPHS CLASSIC MARKET,1.0,2024-10-28,DEFAULT_SKU
JOSEPHS CLASSIC MARKET,2.0,2024-10-28,DEFAULT_SKU
HEB CENTRAL MARKET 545,2.0,2024-10-28,DEFAULT_SKU
HEB CENTRAL MARKET 552,2.0,2024-10-28,DEFAULT_SKU
HEB CENTRAL MARKET 653,2.0,2024-10-28,DEFAULT_SKU
BIG JOHN S MARKET,2.0,2024-10-28,DEFAULT_SKU
ROXYS SPIRITS,2.0,2024-10-28,DEFAULT_SKU
MITSUWA MARKETPLACE,1.0,2024-10-28,DEFAULT_SKU
MILAM S MARKET #7,1.0,2024-10-28,DEFAULT_SKU
WINDMILL FARMS,1.0,2024-10-28,DEFAULT_SKU
H MART,1.0,2024-10-28,DEFAULT_SKU
SEIWA MARKET A,1.0,2024-10-28,DEFAULT_SKU
SUMMIT STORE,1.0,2024-10-28,DEFAULT_SKU
PINK DOT,1.0,2024-10-28,DEFAULT_SKU
ARAMARK,8.0,2024-10-28,DEFAULT_SKU
HARD ROCK STADIUM,10.0,2024-10-28,DEFAULT_SKU
BELMONT SPORTSERVICE INC,10.0,2024-10-28,DEFAULT_SKU
OMA ROOFTOP LLC,2.0,2024-10-28,DEFAULT_SKU
FACILITY CONCESSION SERVICE,2.0,2024-10-28,DEFAULT_SKU
Tower Beer & Wine,1.0,2024-10-28,DEFAULT_SKU
Mega Mart,1.0,2024-10-28,DEFAULT_SKU
CORK & BREW MARKET,1.0,2024-10-28,DEFAULT_SKU
Total,553.0,2024-11-27,DEFAULT_SKU
MADAME USHI,25.0,2024-11-27,DEFAULT_SKU
KYU,6.0,2024-11-27,DEFAULT_SKU
KYU,2.0,2024-11-27,DEFAULT_SKU
SUNSET HARBOR RESTAURANT LLC,22.0,2024-11-27,DEFAULT_SKU
LOBSTER CLUB  THE,15.0,2024-11-27,DEFAULT_SKU
POOL & GRILL,4.0,2024-11-27,DEFAULT_SKU
AQUA,15.0,2024-11-27,DEFAULT_SKU
TAO UPTOWN,6.0,2024-11-27,DEFAULT_SKU
MIA MARKET,5.0,2024-11-27,DEFAULT_SKU
TAO ASIAN BISTRO@VENETIAN,4.0,2024-11-27,DEFAULT_SKU
SUSHI SAKE,9.0,2024-11-27,DEFAULT_SKU
SEXY FISH,5.0,2024-11-27,DEFAULT_SKU
PABU,5.0,2024-11-27,DEFAULT_SKU
BRAZOS RESTAURANT LLC,2.0,2024-11-27,DEFAULT_SKU
B100M,9.0,2024-11-27,DEFAULT_SKU
JING,2.0,2024-11-27,DEFAULT_SKU
ZZ S CLUB NEW YORK,3.0,2024-11-27,DEFAULT_SKU
ZUMA NEW YORK,2.0,2024-11-27,DEFAULT_SKU
MISSION CEVICHE,3.0,2024-11-27,DEFAULT_SKU
LAVO RESTAURANT,3.0,2024-11-27,DEFAULT_SKU
BUNGALOW KITCHEN,2.0,2024-11-27,DEFAULT_SKU
EHP SISI RESTAURANT LLC(HOTEL),1.0,2024-11-27,DEFAULT_SKU
Cocktail Bar & Speakeasy,2.0,2024-11-27,DEFAULT_SKU
ASPEN PUBLIC HOUSE,3.0,2024-11-27,DEFAULT_SKU
CHUBBY CATTLE,5.0,2024-11-27,DEFAULT_SKU
ALLEYCAT,2.0,2024-11-27,DEFAULT_SKU
CHUBBY CATTLE,4.0,2024-11-27,DEFAULT_SKU
THE RIVER OYSTER BAR,4.0,2024-11-27,DEFAULT_SKU
SOBE-RAW BAR MASTER CLASS,2.0,2024-11-27,DEFAULT_SKU
HSU S GOURMET,1.0,2024-11-27,DEFAULT_SKU
YAMA IZAKAYA & SUSHI B,2.0,2024-11-27,DEFAULT_SKU
SHANG ARTISAN NOODLE,2.0,2024-11-27,DEFAULT_SKU
THE GINGER PIG,3.0,2024-11-27,DEFAULT_SKU
Memphis Smokehouse (Sea Salt),2.0,2024-11-27,DEFAULT_SKU
TSURI SUSHI,1.0,2024-11-27,DEFAULT_SKU
GIGI S CFE FIORUCCI,1.0,2024-11-27,DEFAULT_SKU
YUJO,2.0,2024-11-27,DEFAULT_SKU
O-Ku,1.0,2024-11-27,DEFAULT_SKU
KA THAI,2.0,2024-11-27,DEFAULT_SKU
ERNESTO S,1.0,2024-11-27,DEFAULT_SKU
SUSHI MOCKI,2.0,2024-11-27,DEFAULT_SKU
KASE SAKE & SUSHI,1.0,2024-11-27,DEFAULT_SKU
THE BLUE FISH,2.0,2024-11-27,DEFAULT_SKU
LAFAYETTE & MARION,1.0,2024-11-27,DEFAULT_SKU
NO COAST SUSHI,2.0,2024-11-27,DEFAULT_SKU
ZZ S,4.0,2024-11-27,DEFAULT_SKU
Hajime Restaurant,1.0,2024-11-27,DEFAULT_SKU
THE X POT @ PALAZZO,1.0,2024-11-27,DEFAULT_SKU
BUCCAN,1.0,2024-11-27,DEFAULT_SKU
ASIAN MINT B,1.0,2024-11-27,DEFAULT_SKU
YUMIYAKI,1.0,2024-11-27,DEFAULT_SKU
Q HOUSE,1.0,2024-11-27,DEFAULT_SKU
VICTORIA S PISCO LOUNGE,1.0,2024-11-27,DEFAULT_SKU
DAUGHTER THAI KITCHEN & BAR,1.0,2024-11-27,DEFAULT_SKU
SAGO,1.0,2024-11-27,DEFAULT_SKU
CLARK S OYSTER BAR,1.0,2024-11-27,DEFAULT_SKU
IWA SUSHI & GRILL,1.0,2024-11-27,DEFAULT_SKU
UMEKES FISH MARKET BAR & GRILL,1.0,2024-11-27,DEFAULT_SKU
KATAMI A,1.0,2024-11-27,DEFAULT_SKU
Mai Kitchen,1.0,2024-11-27,DEFAULT_SKU
TUCCI NEW YORK,1.0,2024-11-27,DEFAULT_SKU
Brush Sushi Buckhead,1.0,2024-11-27,DEFAULT_SKU
SPARROW & WOLF,1.0,2024-11-27,DEFAULT_SKU
JING,1.0,2024-11-27,DEFAULT_SKU
LITTLE DOMS,2.0,2024-11-27,DEFAULT_SKU
FLEMINGS PRIME STEAKHOUSE,1.0,2024-11-27,DEFAULT_SKU
KANS THAI KITCHEN,1.0,2024-11-27,DEFAULT_SKU
HARRY S BEACH HOUSE,1.0,2024-11-27,DEFAULT_SKU
JEFFREYS RESTAURANT & BAR,1.0,2024-11-27,DEFAULT_SKU
Grinds and Wines (Tavern on 74),1.0,2024-11-27,DEFAULT_SKU
TRATTORIA BRAVA,1.0,2024-11-27,DEFAULT_SKU
KOJIN NOODLE BAR,1.0,2024-11-27,DEFAULT_SKU
MUSUME RESTAURANT,1.0,2024-11-27,DEFAULT_SKU
Church,1.0,2024-11-27,DEFAULT_SKU
TORO,1.0,2024-11-27,DEFAULT_SKU
PAPERFISH,1.0,2024-11-27,DEFAULT_SKU
FRENCH GRILL HOUSE,1.0,2024-11-27,DEFAULT_SKU
Flock To The Wok LLC,1.0,2024-11-27,DEFAULT_SKU
TINY GROCER,1.0,2024-11-27,DEFAULT_SKU
Three Dollar Cafe,1.0,2024-11-27,DEFAULT_SKU
Marietta Melt Yard,1.0,2024-11-27,DEFAULT_SKU
TROPICAL SMOKEHOUSE,1.0,2024-11-27,DEFAULT_SKU
The Monte Cristo (Montecello),1.0,2024-11-27,DEFAULT_SKU
Kelley s Tavern & Grill LLC,1.0,2024-11-27,DEFAULT_SKU
RED DOOR HIBACHI STEAK HOUSE,1.0,2024-11-27,DEFAULT_SKU
MING S CAFE CARBONDALE,1.0,2024-11-27,DEFAULT_SKU
SATO/CAFE 163,1.0,2024-11-27,DEFAULT_SKU
IYASARE,1.0,2024-11-27,DEFAULT_SKU
Atlanta Eagle,1.0,2024-11-27,DEFAULT_SKU
FUKUMOTO,1.0,2024-11-27,DEFAULT_SKU
Umi Sushi,1.0,2024-11-27,DEFAULT_SKU
Brass Tap,1.0,2024-11-27,DEFAULT_SKU
New York Butcher Shoppe,1.0,2024-11-27,DEFAULT_SKU
Cru Battery Atlanta,1.0,2024-11-27,DEFAULT_SKU
INTERNATIONAL SMOKE,1.0,2024-11-27,DEFAULT_SKU
KA THAI NORTH DALLAS,1.0,2024-11-27,DEFAULT_SKU
MIMI CHINESE,1.0,2024-11-27,DEFAULT_SKU
The Club At Atl,1.0,2024-11-27,DEFAULT_SKU
LE CHICK ROTISSERIE,1.0,2024-11-27,DEFAULT_SKU
EBESU ROBATA & SUSHI,1.0,2024-11-27,DEFAULT_SKU
NYC RESTAURANT SERVICES LLC,1.0,2024-11-27,DEFAULT_SKU
Kuroshio Sushi Bar & Grill,1.0,2024-11-27,DEFAULT_SKU
Prime 120,1.0,2024-11-27,DEFAULT_SKU
Westside Pizzeria,1.0,2024-11-27,DEFAULT_SKU
Kiosco,1.0,2024-11-27,DEFAULT_SKU
CLARKS HOUSTON,1.0,2024-11-27,DEFAULT_SKU
The Mad Mexican,1.0,2024-11-27,DEFAULT_SKU
La Grotta Restaurant (Pchtree),1.0,2024-11-27,DEFAULT_SKU
Yao Thai Restaurant,4.0,2024-11-27,DEFAULT_SKU
Katana Sushi Hibachi,-1.0,2024-11-27,DEFAULT_SKU
Woofs Sports Bar,1.0,2024-11-27,DEFAULT_SKU
Thai Spice,1.0,2024-11-27,DEFAULT_SKU
THE BLUE FISH,1.0,2024-11-27,DEFAULT_SKU
MamiTaco Inc,1.0,2024-11-27,DEFAULT_SKU
Kobe Japanese Steakhouse,1.0,2024-11-27,DEFAULT_SKU
Tannery Row Ale House*CLOSED*,1.0,2024-11-27,DEFAULT_SKU
THE BLUE FISH,1.0,2024-11-27,DEFAULT_SKU
The Atlanta Fish Market,1.0,2024-11-27,DEFAULT_SKU
J. R Crickets,1.0,2024-11-27,DEFAULT_SKU
Rusty Barrel,1.0,2024-11-27,DEFAULT_SKU
Thrive,1.0,2024-11-27,DEFAULT_SKU
Cru Food & WIne Bar,1.0,2024-11-27,DEFAULT_SKU
Pour Taproom Midtown,1.0,2024-11-27,DEFAULT_SKU
JJANGA STEAK & SUSHI,1.0,2024-11-27,DEFAULT_SKU
Nana Thai Eatery,1.0,2024-11-27,DEFAULT_SKU
Park 82  **CLOSED**,1.0,2024-11-27,DEFAULT_SKU
BOURBON STEAK,1.0,2024-11-27,DEFAULT_SKU
RESTAURANT SUSHI  SASA,4.0,2024-11-27,DEFAULT_SKU
CHEESECAKE FACTORY-RM,1.0,2024-11-27,DEFAULT_SKU
GOLDEN TIKI,5.0,2024-11-27,DEFAULT_SKU
TAO DOWNTOWN,3.0,2024-11-27,DEFAULT_SKU
HOOCH,15.0,2024-11-27,DEFAULT_SKU
MAISON MURA,3.0,2024-11-27,DEFAULT_SKU
ONEELEVEN HIFI LLC,4.0,2024-11-27,DEFAULT_SKU
OYSTER HOUSE,2.0,2024-11-27,DEFAULT_SKU
FOLKLORE,1.0,2024-11-27,DEFAULT_SKU
REGIIS OVA,2.0,2024-11-27,DEFAULT_SKU
LE BAR A VIN    (ON),1.0,2024-11-27,DEFAULT_SKU
BELLY UP ASPEN,4.0,2024-11-27,DEFAULT_SKU
LITTLE MORE,1.0,2024-11-27,DEFAULT_SKU
CHESTNUT CLUB,1.0,2024-11-27,DEFAULT_SKU
VERDUGO,1.0,2024-11-27,DEFAULT_SKU
CLARK S OYSTER BAR,1.0,2024-11-27,DEFAULT_SKU
1936 WINE & SPIRITS,6.0,2024-11-27,DEFAULT_SKU
REMEDY LIQUOR,5.0,2024-11-27,DEFAULT_SKU
BURGUNDY & WHITE WINE &LIQUOR,3.0,2024-11-27,DEFAULT_SKU
MORTON WILLIAMS WINE & SPIRITS,2.0,2024-11-27,DEFAULT_SKU
GRAND CRU WINE & SPIRITS,6.0,2024-11-27,DEFAULT_SKU
REMEDY LIQUOR,5.0,2024-11-27,DEFAULT_SKU
MARTIN BROTHERS WINE & SPIRITS,2.0,2024-11-27,DEFAULT_SKU
OF GRAPE & GRAIN,4.0,2024-11-27,DEFAULT_SKU
JENSEN S LIQUOR #2,9.0,2024-11-27,DEFAULT_SKU
SOPRIS LIQUOR AND WINE,4.0,2024-11-27,DEFAULT_SKU
HAMPTONS PALM BEACH,2.0,2024-11-27,DEFAULT_SKU
BROADWAY SPIRITS INC,2.0,2024-11-27,DEFAULT_SKU
TNT Package Store,1.0,2024-11-27,DEFAULT_SKU
LIQUOR LIBRARY@LAS TERMINAL 1,1.0,2024-11-27,DEFAULT_SKU
ASPEN GROG SHOP,1.0,2024-11-27,DEFAULT_SKU
ADEGA WINE AND SPIRITS INC,3.0,2024-11-27,DEFAULT_SKU
LIQUOR WORLD INSPIRADA ON PREM,4.0,2024-11-27,DEFAULT_SKU
LANTANA LIQUORS,2.0,2024-11-27,DEFAULT_SKU
ASPEN WINE & SPIRITS,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR #8 EASTERN,1.0,2024-11-27,DEFAULT_SKU
FINE SPIRITS,3.0,2024-11-27,DEFAULT_SKU
FOUR DOGS FINE WINE & SPIRITS,1.0,2024-11-27,DEFAULT_SKU
AZUL SPIRITS & WINE (ON),2.0,2024-11-27,DEFAULT_SKU
The Beverage Superstore of Grayson,1.0,2024-11-27,DEFAULT_SKU
Affordable Spirits Atlanta,1.0,2024-11-27,DEFAULT_SKU
Barrel Town,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR 118 BLUE DIAMOND,1.0,2024-11-27,DEFAULT_SKU
SANTA MONICA LIQUOR,2.0,2024-11-27,DEFAULT_SKU
SUPER DUPER LIQUOR,2.0,2024-11-27,DEFAULT_SKU
CENTRAL PARK FINE WINE & SPIRI,2.0,2024-11-27,DEFAULT_SKU
CAPPY S WAREHOUSE W & S INC,2.0,2024-11-27,DEFAULT_SKU
MR D,1.0,2024-11-27,DEFAULT_SKU
Om Kesari Inc,1.0,2024-11-27,DEFAULT_SKU
CENTRAL PARK LIQUOR OF STEAMBO,1.0,2024-11-27,DEFAULT_SKU
QC Party Store,1.0,2024-11-27,DEFAULT_SKU
Atlanta Hwy Package,2.0,2024-11-27,DEFAULT_SKU
ARGONAUT WINE & LIQUOR STORE I,1.0,2024-11-27,DEFAULT_SKU
J & J Beer Wine Liquor,1.0,2024-11-27,DEFAULT_SKU
ALPINE WINE & SPIRITS,1.0,2024-11-27,DEFAULT_SKU
TOP SHELF W/S MJRA,1.0,2024-11-27,DEFAULT_SKU
WAGON WHEEL LIQUORS,1.0,2024-11-27,DEFAULT_SKU
Gwinnett Package Store,1.0,2024-11-27,DEFAULT_SKU
MARTINIS FINE WINE & SPIRITS,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR #16 BOCA,1.0,2024-11-27,DEFAULT_SKU
SUNNY S LIQUOR,1.0,2024-11-27,DEFAULT_SKU
COSTA MESA WINE & SPIRITS,1.0,2024-11-27,DEFAULT_SKU
CAMPUS WEST LIQUOR DEPOT,1.0,2024-11-27,DEFAULT_SKU
GA World Of Beverage,1.0,2024-11-27,DEFAULT_SKU
MONDO VINO,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR #3 LAKE MEAD,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR 106 LV BLVD,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR #7 W FLAMINGO,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR #2 RANCHO,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR #1 SUNSET,1.0,2024-11-27,DEFAULT_SKU
STONEFIELD LIQUOR,1.0,2024-11-27,DEFAULT_SKU
VAL S LIQUORS,1.0,2024-11-27,DEFAULT_SKU
KENT CELLARS FINE WINE,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR #115 FLAMBOW,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR #10 WARM SPRINGS,1.0,2024-11-27,DEFAULT_SKU
LIQUOR PARK,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR #14 BOULDER,1.0,2024-11-27,DEFAULT_SKU
VILLAGE WAREHOUSE WINES,1.0,2024-11-27,DEFAULT_SKU
CANTINA LIQUORS,1.0,2024-11-27,DEFAULT_SKU
CENTRAL LIQUOR,1.0,2024-11-27,DEFAULT_SKU
DIMENSION LIQUOR,1.0,2024-11-27,DEFAULT_SKU
DIVINO,1.0,2024-11-27,DEFAULT_SKU
LITTLES LIQUORS INC,1.0,2024-11-27,DEFAULT_SKU
WINE BANK,1.0,2024-11-27,DEFAULT_SKU
Loganville Package Store,1.0,2024-11-27,DEFAULT_SKU
RJ S WINE & SPIRITS,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR #20 HORIZON RIDGE,1.0,2024-11-27,DEFAULT_SKU
BOONE S WINE & SPIRITS,1.0,2024-11-27,DEFAULT_SKU
LUCKY ME LIQUOR 2,1.0,2024-11-27,DEFAULT_SKU
LEE S LIQUOR #21 EL CAPITAN,1.0,2024-11-27,DEFAULT_SKU
Beverage World Package Store,1.0,2024-11-27,DEFAULT_SKU
Joes Bottle Shop **CLOSED**,1.0,2024-11-27,DEFAULT_SKU
ACE LIQUOR,1.0,2024-11-27,DEFAULT_SKU
CRYSTAL LIQUORS,1.0,2024-11-27,DEFAULT_SKU
SWEET WATERS LIQUOR,1.0,2024-11-27,DEFAULT_SKU
FONTAINEBLEAU LAS VEGAS,6.0,2024-11-27,DEFAULT_SKU
EVELYN HOTEL,1.0,2024-11-27,DEFAULT_SKU
MOXY LES,5.0,2024-11-27,DEFAULT_SKU
ORCHARD STREET RESTAURANT MANA,2.0,2024-11-27,DEFAULT_SKU
PLYMOUTH HOTEL/BLUE RIBBON,1.0,2024-11-27,DEFAULT_SKU
Waldorf Astoria Atl Buckhead,5.0,2024-11-27,DEFAULT_SKU
AC Hotel By Marriott Buckhead,1.0,2024-11-27,DEFAULT_SKU
BELLAGIO-MGM MIRAGE SSC AP#132,22.0,2024-11-27,DEFAULT_SKU
ZZ S SUSHI BAR,2.0,2024-11-27,DEFAULT_SKU
THE COSMOPOLITAN OF LV WHSE,3.0,2024-11-27,DEFAULT_SKU
GRANDMASTER RECORDERS,2.0,2024-11-27,DEFAULT_SKU
CIRCA RESORT & CASINO,1.0,2024-11-27,DEFAULT_SKU
AVERY FISHER HALL,1.0,2024-11-27,DEFAULT_SKU
HARBOUR CLUB,2.0,2024-11-27,DEFAULT_SKU
RIVIERA CC R2089-4412,3.0,2024-11-27,DEFAULT_SKU
DRIFTWOOD FOOD & BEVERAGE LLC A,2.0,2024-11-27,DEFAULT_SKU
MIZNER COUNTRY CLUB,1.0,2024-11-27,DEFAULT_SKU
Piedmont Driving Club    Main,1.0,2024-11-27,DEFAULT_SKU
Buckhead Club,1.0,2024-11-27,DEFAULT_SKU
Foxhall Additional Facility,1.0,2024-11-27,DEFAULT_SKU
Sake Ono,8.0,2024-11-27,DEFAULT_SKU
NIMA ALAHMAD,3.0,2024-11-27,DEFAULT_SKU
9435 UNCLASSIFIED ACCOUNT,1.0,2024-11-27,DEFAULT_SKU
2246 UNCLASSIFIED ACCOUNT,1.0,2024-11-27,DEFAULT_SKU
PLUM MARKET,1.0,2024-11-27,DEFAULT_SKU
MILAMS MARKET #3,1.0,2024-11-27,DEFAULT_SKU
HEB CENTRAL MARKET 055,2.0,2024-11-27,DEFAULT_SKU
HEB CENTRAL MARKET 491,1.0,2024-11-27,DEFAULT_SKU
ARAMARK,3.0,2024-11-27,DEFAULT_SKU
H Mart Doraville Inc,2.0,2024-11-27,DEFAULT_SKU
SMOKE & SLURP B,1.0,2024-11-27,DEFAULT_SKU
JEFFERSON MARKET,1.0,2024-11-27,DEFAULT_SKU
GG MARKET,1.0,2024-11-27,DEFAULT_SKU
Total,497.0,2024-12-27,DEFAULT_SKU
MADAME USHI,15.0,2024-12-27,DEFAULT_SKU
KYU,2.0,2024-12-27,DEFAULT_SKU
KYU,4.0,2024-12-27,DEFAULT_SKU
ZUMA LAS VEGAS,6.0,2024-12-27,DEFAULT_SKU
LOLA 41 PALM BEACH,4.0,2024-12-27,DEFAULT_SKU
POOL & GRILL,3.0,2024-12-27,DEFAULT_SKU
STANDARD MIAMI (THE),4.0,2024-12-27,DEFAULT_SKU
Wagyu House,3.0,2024-12-27,DEFAULT_SKU
TAO ASIAN BISTRO@VENETIAN,3.0,2024-12-27,DEFAULT_SKU
CHOTTO MATTE,11.0,2024-12-27,DEFAULT_SKU
SEXY FISH,3.0,2024-12-27,DEFAULT_SKU
LOLA 41 NAPLES,10.0,2024-12-27,DEFAULT_SKU
BRAZOS RESTAURANT LLC,2.0,2024-12-27,DEFAULT_SKU
SOBE-MAKOTO OKUWA DINNER,1.0,2024-12-27,DEFAULT_SKU
JING,3.0,2024-12-27,DEFAULT_SKU
ZZ S CLUB NEW YORK,6.0,2024-12-27,DEFAULT_SKU
ZUMA NEW YORK,3.0,2024-12-27,DEFAULT_SKU
MISSION CEVICHE,3.0,2024-12-27,DEFAULT_SKU
BUNGALOW KITCHEN,3.0,2024-12-27,DEFAULT_SKU
UCHI WEST HOLLYWOOD,2.0,2024-12-27,DEFAULT_SKU
KAIYO,2.0,2024-12-27,DEFAULT_SKU
ASPEN PUBLIC HOUSE,1.0,2024-12-27,DEFAULT_SKU
LOULOU,5.0,2024-12-27,DEFAULT_SKU
SUSHI SEKI,5.0,2024-12-27,DEFAULT_SKU
LOVELY DAY,1.0,2024-12-27,DEFAULT_SKU
SPOTOS OYSTER BAR,1.0,2024-12-27,DEFAULT_SKU
BLUE WHALE RESTAURANT & LOUNGE,1.0,2024-12-27,DEFAULT_SKU
CATCH STEAK,1.0,2024-12-27,DEFAULT_SKU
Pinky Promise Champagne Bar,1.0,2024-12-27,DEFAULT_SKU
LAMARINA,3.0,2024-12-27,DEFAULT_SKU
SHANG ARTISAN NOODLE,1.0,2024-12-27,DEFAULT_SKU
NUDIBRANCH,1.0,2024-12-27,DEFAULT_SKU
PATISSERIE CHANSON,2.0,2024-12-27,DEFAULT_SKU
HEATHERS SNOWMASS,1.0,2024-12-27,DEFAULT_SKU
GIGI S CFE FIORUCCI,1.0,2024-12-27,DEFAULT_SKU
O-Ku,1.0,2024-12-27,DEFAULT_SKU
ERNESTO S,1.0,2024-12-27,DEFAULT_SKU
MEAT & CHEESE,2.0,2024-12-27,DEFAULT_SKU
SEREIA,2.0,2024-12-27,DEFAULT_SKU
KASE SAKE & SUSHI,1.0,2024-12-27,DEFAULT_SKU
Calvert s,1.0,2024-12-27,DEFAULT_SKU
MONTECITO CLARK S,1.0,2024-12-27,DEFAULT_SKU
ZZ S,4.0,2024-12-27,DEFAULT_SKU
Hajime Restaurant,-1.0,2024-12-27,DEFAULT_SKU
UCHI MIAMI,1.0,2024-12-27,DEFAULT_SKU
YUJO,2.0,2024-12-27,DEFAULT_SKU
Harry & Sons,1.0,2024-12-27,DEFAULT_SKU
Dua Vietnamese Restaurant Inc,1.0,2024-12-27,DEFAULT_SKU
TOP SUSHI A,1.0,2024-12-27,DEFAULT_SKU
LITTLE DOMS,2.0,2024-12-27,DEFAULT_SKU
NUNOS BISTRO & BAR,1.0,2024-12-27,DEFAULT_SKU
RUSTIC CANYON,1.0,2024-12-27,DEFAULT_SKU
MIKATA,1.0,2024-12-27,DEFAULT_SKU
CUCINA 8 1/2,1.0,2024-12-27,DEFAULT_SKU
Sports Cafe,1.0,2024-12-27,DEFAULT_SKU
BOURBON STEAKHOUSE,1.0,2024-12-27,DEFAULT_SKU
HAKKASAN - RESTAURANT @ MGM,1.0,2024-12-27,DEFAULT_SKU
HIGHLANDS ALEHOUSE,1.0,2024-12-27,DEFAULT_SKU
ROCKER OYSTERFELLERS,1.0,2024-12-27,DEFAULT_SKU
GOLDFINCH,1.0,2024-12-27,DEFAULT_SKU
Yao Thai Restaurant,-4.0,2024-12-27,DEFAULT_SKU
KENICHI,1.0,2024-12-27,DEFAULT_SKU
Perfecture Japanese Steakhouse,1.0,2024-12-27,DEFAULT_SKU
TOSCANA MARE,1.0,2024-12-27,DEFAULT_SKU
Ted s Montana Grill,1.0,2024-12-27,DEFAULT_SKU
BOURBON STEAK,1.0,2024-12-27,DEFAULT_SKU
RESTAURANT SUSHI  SASA,1.0,2024-12-27,DEFAULT_SKU
GOLDEN TIKI,5.0,2024-12-27,DEFAULT_SKU
ONEELEVEN HIFI LLC,2.0,2024-12-27,DEFAULT_SKU
APOTHEKE,2.0,2024-12-27,DEFAULT_SKU
LA COMPAGNIE WINE BAR/EXPERIME,2.0,2024-12-27,DEFAULT_SKU
FOLKLORE,1.0,2024-12-27,DEFAULT_SKU
LE BAR A VIN    (ON),4.0,2024-12-27,DEFAULT_SKU
BANDITS,3.0,2024-12-27,DEFAULT_SKU
CHESTNUT CLUB,1.0,2024-12-27,DEFAULT_SKU
SAKE SECRET,2.0,2024-12-27,DEFAULT_SKU
FRENCHIES BAR,1.0,2024-12-27,DEFAULT_SKU
ARBARETUM AT NAPA VLLY DISTILL,1.0,2024-12-27,DEFAULT_SKU
SHOJOS DOJO INC,1.0,2024-12-27,DEFAULT_SKU
REMEDY LIQUOR,7.0,2024-12-27,DEFAULT_SKU
BURGUNDY & WHITE WINE &LIQUOR,3.0,2024-12-27,DEFAULT_SKU
K & L (OFF),2.0,2024-12-27,DEFAULT_SKU
COLUMBUS AVE WINE & SPIRITS,3.0,2024-12-27,DEFAULT_SKU
K & L WINE TASTING,2.0,2024-12-27,DEFAULT_SKU
VAN WYCK LIQUORS,2.0,2024-12-27,DEFAULT_SKU
Bullock s Wine & Spirits,4.0,2024-12-27,DEFAULT_SKU
AMBASSADOR WINES & SPIRITS,2.0,2024-12-27,DEFAULT_SKU
SPRING STREET WINE SHOP,4.0,2024-12-27,DEFAULT_SKU
WINE GEMS,2.0,2024-12-27,DEFAULT_SKU
SUSSEX WINE & SPIRITS,2.0,2024-12-27,DEFAULT_SKU
BEVY S LIQUOR WORLD,1.0,2024-12-27,DEFAULT_SKU
